"labels" "subject" "variable" "mean"
"1436" "LAYING" 22 "fBodyAccJerk-std()-X" -0.974126068055556
"1437" "LAYING" 22 "fBodyAccJerk-std()-Y" -0.9589609575
"1438" "LAYING" 22 "fBodyAccJerk-std()-Z" -0.99917892375
"1439" "LAYING" 22 "fBodyGyro-mean()-X" -0.95336692
"1440" "LAYING" 22 "fBodyGyro-mean()-Y" -0.964698258611111
"1441" "LAYING" 22 "fBodyGyro-mean()-Z" -0.942570240416667
"1442" "LAYING" 22 "fBodyGyro-std()-X" -0.958030986944444
"1443" "LAYING" 22 "fBodyGyro-std()-Y" -0.960711254583333
"1444" "LAYING" 22 "fBodyGyro-std()-Z" -0.99917595875
"1445" "LAYING" 22 "fBodyAccMag-mean()" -0.929818990972222
"1446" "LAYING" 22 "fBodyAccMag-std()" -0.547274758670833
"1447" "LAYING" 22 "fBodyBodyAccJerkMag-mean()" -0.962654791527778
"1448" "LAYING" 22 "fBodyBodyAccJerkMag-std()" -0.608637191138889
"1449" "LAYING" 22 "fBodyBodyGyroMag-mean()" -0.946055840972222
"1450" "LAYING" 22 "fBodyBodyGyroMag-std()" -0.482486077444444
"1451" "LAYING" 22 "fBodyBodyGyroJerkMag-mean()" -0.976638980972222
"1452" "LAYING" 22 "fBodyBodyGyroJerkMag-std()" -0.603348695833333
"1453" "LAYING" 23 "tBodyAcc-mean()-X" 0.274038007986111
"1454" "LAYING" 23 "tBodyAcc-mean()-Y" -0.0216553835833333
"1455" "LAYING" 23 "tBodyAcc-mean()-Z" -0.104256776291667
"1456" "LAYING" 23 "tBodyAcc-std()-X" -0.956756363194444
"1457" "LAYING" 23 "tBodyAcc-std()-Y" -0.976309827361111
"1458" "LAYING" 23 "tBodyAcc-std()-Z" -0.406198535833333
"1459" "LAYING" 23 "tGravityAcc-mean()-X" -0.391564962777778
"1460" "LAYING" 23 "tGravityAcc-mean()-Y" 0.438434067361111
"1461" "LAYING" 23 "tGravityAcc-mean()-Z" 0.918782825277778
"1462" "LAYING" 23 "tGravityAcc-std()-X" -0.947948758194444
"1463" "LAYING" 23 "tGravityAcc-std()-Y" -0.982794562916667
"1464" "LAYING" 23 "tGravityAcc-std()-Z" -0.735043179333333
"1465" "LAYING" 23 "tBodyAccJerk-mean()-X" 0.0831787608333333
"1466" "LAYING" 23 "tBodyAccJerk-mean()-Y" 0.01535144005125
"1467" "LAYING" 23 "tBodyAccJerk-mean()-Z" -0.00628235060277778
"1468" "LAYING" 23 "tBodyAccJerk-std()-X" -0.986360446805556
"1469" "LAYING" 23 "tBodyAccJerk-std()-Y" -0.988611616666667
"1470" "LAYING" 23 "tBodyAccJerk-std()-Z" 0.0694703776194444
"1471" "LAYING" 23 "tBodyGyro-mean()-X" -0.0113399724663889
"1472" "LAYING" 23 "tBodyGyro-mean()-Y" -0.105052917
"1473" "LAYING" 23 "tBodyGyro-mean()-Z" 0.111078594708333
"1474" "LAYING" 23 "tBodyGyro-std()-X" -0.981849400972222
"1475" "LAYING" 23 "tBodyGyro-std()-Y" -0.959195236388889
"1476" "LAYING" 23 "tBodyGyro-std()-Z" -0.224360934805556
"1477" "LAYING" 23 "tBodyGyroJerk-mean()-X" -0.102024922819444
"1478" "LAYING" 23 "tBodyGyroJerk-mean()-Y" -0.0372449750569444
"1479" "LAYING" 23 "tBodyGyroJerk-mean()-Z" -0.0621991626111111
"1480" "LAYING" 23 "tBodyGyroJerk-std()-X" -0.985027850416667
"1481" "LAYING" 23 "tBodyGyroJerk-std()-Y" -0.979427763472222
"1482" "LAYING" 23 "tBodyGyroJerk-std()-Z" 0.00511589020027778
"1483" "LAYING" 23 "tBodyAccMag-mean()" -0.962959196805556
"1484" "LAYING" 23 "tBodyAccMag-std()" -0.195785323027778
"1485" "LAYING" 23 "tGravityAccMag-mean()" -0.962959196805556
"1486" "LAYING" 23 "tGravityAccMag-std()" -0.195785323027778
"1487" "LAYING" 23 "tBodyAccJerkMag-mean()" -0.987010197361111
"1488" "LAYING" 23 "tBodyAccJerkMag-std()" 0.0921434108472222
"1489" "LAYING" 23 "tBodyGyroMag-mean()" -0.949418000972222
"1490" "LAYING" 23 "tBodyGyroMag-std()" -0.262032443680556
"1491" "LAYING" 23 "tBodyGyroJerkMag-mean()" -0.984557478611111
"1492" "LAYING" 23 "tBodyGyroJerkMag-std()" 0.111516416899583
"1493" "LAYING" 23 "fBodyAcc-mean()-X" -0.970037238333333
"1494" "LAYING" 23 "fBodyAcc-mean()-Y" -0.982072295833333
"1495" "LAYING" 23 "fBodyAcc-mean()-Z" -0.977515213888889
"1496" "LAYING" 23 "fBodyAcc-std()-X" -0.952410957638889
"1497" "LAYING" 23 "fBodyAcc-std()-Y" -0.974304149166667
"1498" "LAYING" 23 "fBodyAcc-std()-Z" -0.999562470972222
"1499" "LAYING" 23 "fBodyAccJerk-mean()-X" -0.986204659166667
"1500" "LAYING" 23 "fBodyAccJerk-mean()-Y" -0.988230264166667
"1501" "LAYING" 23 "fBodyAccJerk-mean()-Z" -0.982415511805556
"1502" "LAYING" 23 "fBodyAccJerk-std()-X" -0.987840852638889
"1503" "LAYING" 23 "fBodyAccJerk-std()-Y" -0.989995616944444
"1504" "LAYING" 23 "fBodyAccJerk-std()-Z" -0.999615251527778
"1505" "LAYING" 23 "fBodyGyro-mean()-X" -0.979676078055556
"1506" "LAYING" 23 "fBodyGyro-mean()-Y" -0.96846913625
"1507" "LAYING" 23 "fBodyGyro-mean()-Z" -0.984238807777778
"1508" "LAYING" 23 "fBodyGyro-std()-X" -0.982665212638889
"1509" "LAYING" 23 "fBodyGyro-std()-Y" -0.954997309583333
"1510" "LAYING" 23 "fBodyGyro-std()-Z" -0.999879525555556
"1511" "LAYING" 23 "fBodyAccMag-mean()" -0.967747053194444
"1512" "LAYING" 23 "fBodyAccMag-std()" -0.315319563397222
"1513" "LAYING" 23 "fBodyBodyAccJerkMag-mean()" -0.985905703888889
"1514" "LAYING" 23 "fBodyBodyAccJerkMag-std()" -0.836762607638889
"1515" "LAYING" 23 "fBodyBodyGyroMag-mean()" -0.966239347916667
"1516" "LAYING" 23 "fBodyBodyGyroMag-std()" -0.406512470331944
"1517" "LAYING" 23 "fBodyBodyGyroJerkMag-mean()" -0.981846854305556
"1518" "LAYING" 23 "fBodyBodyGyroJerkMag-std()" -0.781769061527778
"1519" "LAYING" 24 "tBodyAcc-mean()-X" 0.272850494930556
"1520" "LAYING" 24 "tBodyAcc-mean()-Y" -0.0173555210111111
"1521" "LAYING" 24 "tBodyAcc-mean()-Z" -0.107236237236111
"1522" "LAYING" 24 "tBodyAcc-std()-X" -0.967984021111111
"1523" "LAYING" 24 "tBodyAcc-std()-Y" -0.983126461944444
"1524" "LAYING" 24 "tBodyAcc-std()-Z" -0.220803678048611
"1525" "LAYING" 24 "tGravityAcc-mean()-X" -0.359292534027778
"1526" "LAYING" 24 "tGravityAcc-mean()-Y" 0.738430699305556
"1527" "LAYING" 24 "tGravityAcc-mean()-Z" 0.683839909722222
"1528" "LAYING" 24 "tGravityAcc-std()-X" -0.960412164305556
"1529" "LAYING" 24 "tGravityAcc-std()-Y" -0.993454358055556
"1530" "LAYING" 24 "tGravityAcc-std()-Z" -0.653262049388889
"1531" "LAYING" 24 "tBodyAccJerk-mean()-X" 0.08072123275
"1532" "LAYING" 24 "tBodyAccJerk-mean()-Y" 0.0119819524179167
"1533" "LAYING" 24 "tBodyAccJerk-mean()-Z" -0.00589225849902778
"1534" "LAYING" 24 "tBodyAccJerk-std()-X" -0.98636543375
"1535" "LAYING" 24 "tBodyAccJerk-std()-Y" -0.982430495
"1536" "LAYING" 24 "tBodyAccJerk-std()-Z" 0.00732634957083333
"1537" "LAYING" 24 "tBodyGyro-mean()-X" -0.0143679929444444
"1538" "LAYING" 24 "tBodyGyro-mean()-Y" -0.0955538053611111
"1539" "LAYING" 24 "tBodyGyro-mean()-Z" 0.111730746333333
"1540" "LAYING" 24 "tBodyGyro-std()-X" -0.982651720138889
"1541" "LAYING" 24 "tBodyGyro-std()-Y" -0.960299550972222
"1542" "LAYING" 24 "tBodyGyro-std()-Z" 0.0896722880680556
"1543" "LAYING" 24 "tBodyGyroJerk-mean()-X" -0.102813809652778
"1544" "LAYING" 24 "tBodyGyroJerk-mean()-Y" -0.0382323710416667
"1545" "LAYING" 24 "tBodyGyroJerk-mean()-Z" -0.0624116966805556
"1546" "LAYING" 24 "tBodyGyroJerk-std()-X" -0.979865720555556
"1547" "LAYING" 24 "tBodyGyroJerk-std()-Y" -0.978091312777778
"1548" "LAYING" 24 "tBodyGyroJerk-std()-Z" -0.0947279552513889
"1549" "LAYING" 24 "tBodyAccMag-mean()" -0.9718540425
"1550" "LAYING" 24 "tBodyAccMag-std()" -0.204088938898611
"1551" "LAYING" 24 "tGravityAccMag-mean()" -0.9718540425
"1552" "LAYING" 24 "tGravityAccMag-std()" -0.204088938898611
"1553" "LAYING" 24 "tBodyAccJerkMag-mean()" -0.985529270555556
"1554" "LAYING" 24 "tBodyAccJerkMag-std()" -0.0303978854722222
"1555" "LAYING" 24 "tBodyGyroMag-mean()" -0.953791512638889
"1556" "LAYING" 24 "tBodyGyroMag-std()" -0.207639885806944
"1557" "LAYING" 24 "tBodyGyroJerkMag-mean()" -0.982780873888889
"1558" "LAYING" 24 "tBodyGyroJerkMag-std()" -0.0275370265277778
"1559" "LAYING" 24 "fBodyAcc-mean()-X" -0.975893687083333
"1560" "LAYING" 24 "fBodyAcc-mean()-Y" -0.980830362083333
"1561" "LAYING" 24 "fBodyAcc-mean()-Z" -0.976634815694444
"1562" "LAYING" 24 "fBodyAcc-std()-X" -0.965167081805556
"1563" "LAYING" 24 "fBodyAcc-std()-Y" -0.984571808472222
"1564" "LAYING" 24 "fBodyAcc-std()-Z" -0.999478132083333
"1565" "LAYING" 24 "fBodyAccJerk-mean()-X" -0.985998546805556
"1566" "LAYING" 24 "fBodyAccJerk-mean()-Y" -0.982140613888889
"1567" "LAYING" 24 "fBodyAccJerk-mean()-Z" -0.981549689583333
"1568" "LAYING" 24 "fBodyAccJerk-std()-X" -0.988140517777778
"1569" "LAYING" 24 "fBodyAccJerk-std()-Y" -0.984124532361111
"1570" "LAYING" 24 "fBodyAccJerk-std()-Z" -0.999597580138889
"1571" "LAYING" 24 "fBodyGyro-mean()-X" -0.976570564027778
"1572" "LAYING" 24 "fBodyGyro-mean()-Y" -0.966111980277778
"1573" "LAYING" 24 "fBodyGyro-mean()-Z" -0.981093036111111
"1574" "LAYING" 24 "fBodyGyro-std()-X" -0.984713284166667
"1575" "LAYING" 24 "fBodyGyro-std()-Y" -0.95779294875
"1576" "LAYING" 24 "fBodyGyro-std()-Z" -0.999815455
"1577" "LAYING" 24 "fBodyAccMag-mean()" -0.973171068055556
"1578" "LAYING" 24 "fBodyAccMag-std()" -0.508536755177778
"1579" "LAYING" 24 "fBodyBodyAccJerkMag-mean()" -0.983108084305556
"1580" "LAYING" 24 "fBodyBodyAccJerkMag-std()" -0.842691114166667
"1581" "LAYING" 24 "fBodyBodyGyroMag-mean()" -0.964001383472222
"1582" "LAYING" 24 "fBodyBodyGyroMag-std()" -0.517050622922222
"1583" "LAYING" 24 "fBodyBodyGyroJerkMag-mean()" -0.978596740694444
"1584" "LAYING" 24 "fBodyBodyGyroJerkMag-std()" -0.505943181111111
"1585" "LAYING" 25 "tBodyAcc-mean()-X" 0.250791828613699
"1586" "LAYING" 25 "tBodyAcc-mean()-Y" -0.0188943663671233
"1587" "LAYING" 25 "tBodyAcc-mean()-Z" -0.100428830260274
"1588" "LAYING" 25 "tBodyAcc-std()-X" -0.909116474109589
"1589" "LAYING" 25 "tBodyAcc-std()-Y" -0.691770680561644
"1590" "LAYING" 25 "tBodyAcc-std()-Z" -0.19870990820274
"1591" "LAYING" 25 "tGravityAcc-mean()-X" -0.461102531369863
"1592" "LAYING" 25 "tGravityAcc-mean()-Y" 0.620658919917808
"1593" "LAYING" 25 "tGravityAcc-mean()-Z" 0.526353818315068
"1594" "LAYING" 25 "tGravityAcc-std()-X" -0.829554947808219
"1595" "LAYING" 25 "tGravityAcc-std()-Y" -0.643578361424658
"1596" "LAYING" 25 "tGravityAcc-std()-Z" -0.455409105342466
"1597" "LAYING" 25 "tBodyAccJerk-mean()-X" 0.0879071687671233
"1598" "LAYING" 25 "tBodyAccJerk-mean()-Y" 0.0284619311524658
"1599" "LAYING" 25 "tBodyAccJerk-mean()-Z" -0.0307179435315068
"1600" "LAYING" 25 "tBodyAccJerk-std()-X" -0.973323412328767
"1601" "LAYING" 25 "tBodyAccJerk-std()-Y" -0.945687169726027
"1602" "LAYING" 25 "tBodyAccJerk-std()-Z" -0.102168198568493
"1603" "LAYING" 25 "tBodyGyro-mean()-X" 0.00372723459589041
"1604" "LAYING" 25 "tBodyGyro-mean()-Y" -0.0716401726150685
"1605" "LAYING" 25 "tBodyGyro-mean()-Z" 0.139718671465753
"1606" "LAYING" 25 "tBodyGyro-std()-X" -0.889769639726027
"1607" "LAYING" 25 "tBodyGyro-std()-Y" -0.936630803287671
"1608" "LAYING" 25 "tBodyGyro-std()-Z" -0.251133858780822
"1609" "LAYING" 25 "tBodyGyroJerk-mean()-X" -0.101646999342466
"1610" "LAYING" 25 "tBodyGyroJerk-mean()-Y" -0.0426718870280822
"1611" "LAYING" 25 "tBodyGyroJerk-mean()-Z" -0.0596922147205479
"1612" "LAYING" 25 "tBodyGyroJerk-std()-X" -0.957381145068493
"1613" "LAYING" 25 "tBodyGyroJerk-std()-Y" -0.971564323013699
"1614" "LAYING" 25 "tBodyGyroJerk-std()-Z" -0.0493195616849315
"1615" "LAYING" 25 "tBodyAccMag-mean()" -0.56047777609589
"1616" "LAYING" 25 "tBodyAccMag-std()" 0.174095758057205
"1617" "LAYING" 25 "tGravityAccMag-mean()" -0.56047777609589
"1618" "LAYING" 25 "tGravityAccMag-std()" 0.174095758057205
"1619" "LAYING" 25 "tBodyAccJerkMag-mean()" -0.962161355890411
"1620" "LAYING" 25 "tBodyAccJerkMag-std()" -0.157871188413699
"1621" "LAYING" 25 "tBodyGyroMag-mean()" -0.809688545342466
"1622" "LAYING" 25 "tBodyGyroMag-std()" 0.152670828172603
"1623" "LAYING" 25 "tBodyGyroJerkMag-mean()" -0.969783262465753
"1624" "LAYING" 25 "tBodyGyroJerkMag-std()" -0.143054900320548
"1625" "LAYING" 25 "fBodyAcc-mean()-X" -0.929147371232877
"1626" "LAYING" 25 "fBodyAcc-mean()-Y" -0.78494581909589
"1627" "LAYING" 25 "fBodyAcc-mean()-Z" -0.816197953561644
"1628" "LAYING" 25 "fBodyAcc-std()-X" -0.902547712465753
"1629" "LAYING" 25 "fBodyAcc-std()-Y" -0.67238425569863
"1630" "LAYING" 25 "fBodyAcc-std()-Z" -0.994060107123288
"1631" "LAYING" 25 "fBodyAccJerk-mean()-X" -0.972859085753425
"1632" "LAYING" 25 "fBodyAccJerk-mean()-Y" -0.946802003561644
"1633" "LAYING" 25 "fBodyAccJerk-mean()-Z" -0.962632674520548
"1634" "LAYING" 25 "fBodyAccJerk-std()-X" -0.976423984657534
"1635" "LAYING" 25 "fBodyAccJerk-std()-Y" -0.948414293561644
"1636" "LAYING" 25 "fBodyAccJerk-std()-Z" -0.999249266027397
"1637" "LAYING" 25 "fBodyGyro-mean()-X" -0.890517539315068
"1638" "LAYING" 25 "fBodyGyro-mean()-Y" -0.946259639315069
"1639" "LAYING" 25 "fBodyGyro-mean()-Z" -0.924536860547945
"1640" "LAYING" 25 "fBodyGyro-std()-X" -0.891308069041096
"1641" "LAYING" 25 "fBodyGyro-std()-Y" -0.932293334794521
"1642" "LAYING" 25 "fBodyGyro-std()-Z" -0.999168109589041
"1643" "LAYING" 25 "fBodyAccMag-mean()" -0.774481943616438
"1644" "LAYING" 25 "fBodyAccMag-std()" -0.0963385312958904
"1645" "LAYING" 25 "fBodyBodyAccJerkMag-mean()" -0.96008314739726
"1646" "LAYING" 25 "fBodyBodyAccJerkMag-std()" -0.682834680643836
"1647" "LAYING" 25 "fBodyBodyGyroMag-mean()" -0.910126993561644
"1648" "LAYING" 25 "fBodyBodyGyroMag-std()" -0.231065251094521
"1649" "LAYING" 25 "fBodyBodyGyroJerkMag-mean()" -0.96825160890411
"1650" "LAYING" 25 "fBodyBodyGyroJerkMag-std()" -0.416502209109589
"1651" "LAYING" 26 "tBodyAcc-mean()-X" 0.271645864540789
"1652" "LAYING" 26 "tBodyAcc-mean()-Y" -0.0191895728026316
"1653" "LAYING" 26 "tBodyAcc-mean()-Z" -0.105002540289474
"1654" "LAYING" 26 "tBodyAcc-std()-X" -0.969445445263158
"1655" "LAYING" 26 "tBodyAcc-std()-Y" -0.983231351842105
"1656" "LAYING" 26 "tBodyAcc-std()-Z" -0.165103652414474
"1657" "LAYING" 26 "tGravityAcc-mean()-X" -0.621309715263158
"1658" "LAYING" 26 "tGravityAcc-mean()-Y" 0.803015011578947
"1659" "LAYING" 26 "tGravityAcc-mean()-Z" 0.614523405921053
"1660" "LAYING" 26 "tGravityAcc-std()-X" -0.944472488552632
"1661" "LAYING" 26 "tGravityAcc-std()-Y" -0.987887995263158
"1662" "LAYING" 26 "tGravityAcc-std()-Z" -0.393965470118421
"1663" "LAYING" 26 "tBodyAccJerk-mean()-X" 0.0866502529210526
"1664" "LAYING" 26 "tBodyAccJerk-mean()-Y" 0.0124420033513158
"1665" "LAYING" 26 "tBodyAccJerk-mean()-Z" -0.00614755098663158
"1666" "LAYING" 26 "tBodyAccJerk-std()-X" -0.989315824868421
"1667" "LAYING" 26 "tBodyAccJerk-std()-Y" -0.987182887763158
"1668" "LAYING" 26 "tBodyAccJerk-std()-Z" -0.0594830031947368
"1669" "LAYING" 26 "tBodyGyro-mean()-X" -0.0170656239526316
"1670" "LAYING" 26 "tBodyGyro-mean()-Y" -0.0903229228815789
"1671" "LAYING" 26 "tBodyGyro-mean()-Z" 0.152436344328947
"1672" "LAYING" 26 "tBodyGyro-std()-X" -0.990328197763158
"1673" "LAYING" 26 "tBodyGyro-std()-Y" -0.979325678815789
"1674" "LAYING" 26 "tBodyGyro-std()-Z" -0.291620251131579
"1675" "LAYING" 26 "tBodyGyroJerk-mean()-X" -0.100368640868421
"1676" "LAYING" 26 "tBodyGyroJerk-mean()-Y" -0.0396682720394737
"1677" "LAYING" 26 "tBodyGyroJerk-mean()-Z" -0.0711533355789474
"1678" "LAYING" 26 "tBodyGyroJerk-std()-X" -0.992665154868421
"1679" "LAYING" 26 "tBodyGyroJerk-std()-Y" -0.989063341973684
"1680" "LAYING" 26 "tBodyGyroJerk-std()-Z" -0.160063034442763
"1681" "LAYING" 26 "tBodyAccMag-mean()" -0.976785042368421
"1682" "LAYING" 26 "tBodyAccMag-std()" -0.228335626955263
"1683" "LAYING" 26 "tGravityAccMag-mean()" -0.976785042368421
"1684" "LAYING" 26 "tGravityAccMag-std()" -0.228335626955263
"1685" "LAYING" 26 "tBodyAccJerkMag-mean()" -0.989970604210526
"1686" "LAYING" 26 "tBodyAccJerkMag-std()" -0.0784721488592105
"1687" "LAYING" 26 "tBodyGyroMag-mean()" -0.951863594736842
"1688" "LAYING" 26 "tBodyGyroMag-std()" -0.253230960826316
"1689" "LAYING" 26 "tBodyGyroJerkMag-mean()" -0.99219798
"1690" "LAYING" 26 "tBodyGyroJerkMag-std()" 0.152754008068421
"1691" "LAYING" 26 "fBodyAcc-mean()-X" -0.973262289210526
"1692" "LAYING" 26 "fBodyAcc-mean()-Y" -0.983664034342105
"1693" "LAYING" 26 "fBodyAcc-mean()-Z" -0.984923123552632
"1694" "LAYING" 26 "fBodyAcc-std()-X" -0.967971891447368
"1695" "LAYING" 26 "fBodyAcc-std()-Y" -0.983317083947368
"1696" "LAYING" 26 "fBodyAcc-std()-Z" -0.999717260263158
"1697" "LAYING" 26 "fBodyAccJerk-mean()-X" -0.989224043947368
"1698" "LAYING" 26 "fBodyAccJerk-mean()-Y" -0.987115080789474
"1699" "LAYING" 26 "fBodyAccJerk-mean()-Z" -0.987308252236842
"1700" "LAYING" 26 "fBodyAccJerk-std()-X" -0.990410106973684
"1701" "LAYING" 26 "fBodyAccJerk-std()-Y" -0.988238648552632
"1702" "LAYING" 26 "fBodyAccJerk-std()-Z" -0.999774467631579
"1703" "LAYING" 26 "fBodyGyro-mean()-X" -0.988386324868421
"1704" "LAYING" 26 "fBodyGyro-mean()-Y" -0.983127999342105
"1705" "LAYING" 26 "fBodyGyro-mean()-Z" -0.970171219605263
"1706" "LAYING" 26 "fBodyGyro-std()-X" -0.990970119605263
"1707" "LAYING" 26 "fBodyGyro-std()-Y" -0.977491843421053
"1708" "LAYING" 26 "fBodyGyro-std()-Z" -0.999578011578947
"1709" "LAYING" 26 "fBodyAccMag-mean()" -0.969269114078947
"1710" "LAYING" 26 "fBodyAccMag-std()" -0.671020034881579
"1711" "LAYING" 26 "fBodyBodyAccJerkMag-mean()" -0.989138184473684
"1712" "LAYING" 26 "fBodyBodyAccJerkMag-std()" -0.809126281144737
"1713" "LAYING" 26 "fBodyBodyGyroMag-mean()" -0.974305179605263
"1714" "LAYING" 26 "fBodyBodyGyroMag-std()" -0.417733694894737
"1715" "LAYING" 26 "fBodyBodyGyroJerkMag-mean()" -0.990430914078947
"1716" "LAYING" 26 "fBodyBodyGyroJerkMag-std()" -0.438577144736842
"1717" "LAYING" 27 "tBodyAcc-mean()-X" 0.274102492432432
"1718" "LAYING" 27 "tBodyAcc-mean()-Y" -0.0179867611216216
"1719" "LAYING" 27 "tBodyAcc-mean()-Z" -0.107699732837838
"1720" "LAYING" 27 "tBodyAcc-std()-X" -0.978455153108108
"1721" "LAYING" 27 "tBodyAcc-std()-Y" -0.983736043783784
"1722" "LAYING" 27 "tBodyAcc-std()-Z" -0.17391404665
"1723" "LAYING" 27 "tGravityAcc-mean()-X" -0.530434604864865
"1724" "LAYING" 27 "tGravityAcc-mean()-Y" 0.567879494054054
"1725" "LAYING" 27 "tGravityAcc-mean()-Z" 0.84539238027027
"1726" "LAYING" 27 "tGravityAcc-std()-X" -0.971183862702703
"1727" "LAYING" 27 "tGravityAcc-std()-Y" -0.993701742972973
"1728" "LAYING" 27 "tGravityAcc-std()-Z" -0.380163748459459
"1729" "LAYING" 27 "tBodyAccJerk-mean()-X" 0.0766268551324324
"1730" "LAYING" 27 "tBodyAccJerk-mean()-Y" 0.0126491088851351
"1731" "LAYING" 27 "tBodyAccJerk-mean()-Z" -0.000685549292837838
"1732" "LAYING" 27 "tBodyAccJerk-std()-X" -0.986471899324324
"1733" "LAYING" 27 "tBodyAccJerk-std()-Y" -0.985159461756757
"1734" "LAYING" 27 "tBodyAccJerk-std()-Z" -0.0485304569418919
"1735" "LAYING" 27 "tBodyGyro-mean()-X" -0.0195427328781081
"1736" "LAYING" 27 "tBodyGyro-mean()-Y" -0.0957839566891892
"1737" "LAYING" 27 "tBodyGyro-mean()-Z" 0.118738360783784
"1738" "LAYING" 27 "tBodyGyro-std()-X" -0.988837212162162
"1739" "LAYING" 27 "tBodyGyro-std()-Y" -0.98428747527027
"1740" "LAYING" 27 "tBodyGyro-std()-Z" -0.466267574189189
"1741" "LAYING" 27 "tBodyGyroJerk-mean()-X" -0.101147695256757
"1742" "LAYING" 27 "tBodyGyroJerk-mean()-Y" -0.0362186160902703
"1743" "LAYING" 27 "tBodyGyroJerk-mean()-Z" -0.0642797849864865
"1744" "LAYING" 27 "tBodyGyroJerk-std()-X" -0.993503720810811
"1745" "LAYING" 27 "tBodyGyroJerk-std()-Y" -0.993025877297297
"1746" "LAYING" 27 "tBodyGyroJerk-std()-Z" -0.237452866540541
"1747" "LAYING" 27 "tBodyAccMag-mean()" -0.982091652162162
"1748" "LAYING" 27 "tBodyAccMag-std()" -0.195586235197297
"1749" "LAYING" 27 "tGravityAccMag-mean()" -0.982091652162162
"1750" "LAYING" 27 "tGravityAccMag-std()" -0.195586235197297
"1751" "LAYING" 27 "tBodyAccJerkMag-mean()" -0.988372773648649
"1752" "LAYING" 27 "tBodyAccJerkMag-std()" -0.11556534585
"1753" "LAYING" 27 "tBodyGyroMag-mean()" -0.966917594459459
"1754" "LAYING" 27 "tBodyGyroMag-std()" -0.134351206135135
"1755" "LAYING" 27 "tBodyGyroJerkMag-mean()" -0.994355043783784
"1756" "LAYING" 27 "tBodyGyroJerkMag-std()" -0.133277972891892
"1757" "LAYING" 27 "fBodyAcc-mean()-X" -0.980631846891892
"1758" "LAYING" 27 "fBodyAcc-mean()-Y" -0.982915951891892
"1759" "LAYING" 27 "fBodyAcc-mean()-Z" -0.987356589864865
"1760" "LAYING" 27 "fBodyAcc-std()-X" -0.977615702567568
"1761" "LAYING" 27 "fBodyAcc-std()-Y" -0.984269087972973
"1762" "LAYING" 27 "fBodyAcc-std()-Z" -0.999790058648649
"1763" "LAYING" 27 "fBodyAccJerk-mean()-X" -0.986679572567568
"1764" "LAYING" 27 "fBodyAccJerk-mean()-Y" -0.985257277297297
"1765" "LAYING" 27 "fBodyAccJerk-mean()-Z" -0.988033129054054
"1766" "LAYING" 27 "fBodyAccJerk-std()-X" -0.987477465405405
"1767" "LAYING" 27 "fBodyAccJerk-std()-Y" -0.986116008783784
"1768" "LAYING" 27 "fBodyAccJerk-std()-Z" -0.999786802702703
"1769" "LAYING" 27 "fBodyGyro-mean()-X" -0.987028539054054
"1770" "LAYING" 27 "fBodyGyro-mean()-Y" -0.986795837297297
"1771" "LAYING" 27 "fBodyGyro-mean()-Z" -0.979202019189189
"1772" "LAYING" 27 "fBodyGyro-std()-X" -0.989382328918919
"1773" "LAYING" 27 "fBodyGyro-std()-Y" -0.983052318513513
"1774" "LAYING" 27 "fBodyGyro-std()-Z" -0.99980639527027
"1775" "LAYING" 27 "fBodyAccMag-mean()" -0.981389017702703
"1776" "LAYING" 27 "fBodyAccMag-std()" -0.744034122837838
"1777" "LAYING" 27 "fBodyBodyAccJerkMag-mean()" -0.988098902567568
"1778" "LAYING" 27 "fBodyBodyAccJerkMag-std()" -0.804715283472973
"1779" "LAYING" 27 "fBodyBodyGyroMag-mean()" -0.979890667972973
"1780" "LAYING" 27 "fBodyBodyGyroMag-std()" -0.49279052127027
"1781" "LAYING" 27 "fBodyBodyGyroJerkMag-mean()" -0.993563778648649
"1782" "LAYING" 27 "fBodyBodyGyroJerkMag-std()" -0.67651559527027
"1783" "LAYING" 28 "tBodyAcc-mean()-X" 0.2759134825
"1784" "LAYING" 28 "tBodyAcc-mean()-Y" -0.0167537858225
"1785" "LAYING" 28 "tBodyAcc-mean()-Z" -0.1083448529625
"1786" "LAYING" 28 "tBodyAcc-std()-X" -0.9688882955
"1787" "LAYING" 28 "tBodyAcc-std()-Y" -0.945386780375
"1788" "LAYING" 28 "tBodyAcc-std()-Z" -0.445828273625
"1789" "LAYING" 28 "tGravityAcc-mean()-X" -0.490334541875
"1790" "LAYING" 28 "tGravityAcc-mean()-Y" 0.1440732745
"1791" "LAYING" 28 "tGravityAcc-mean()-Z" 0.0157570025
"1792" "LAYING" 28 "tGravityAcc-std()-X" -0.970599089375
"1793" "LAYING" 28 "tGravityAcc-std()-Y" -0.9697590285
"1794" "LAYING" 28 "tGravityAcc-std()-Z" -0.8053282173
"1795" "LAYING" 28 "tBodyAccJerk-mean()-X" 0.0780770644
"1796" "LAYING" 28 "tBodyAccJerk-mean()-Y" 0.005939923320625
"1797" "LAYING" 28 "tBodyAccJerk-mean()-Z" 0.006009719386425
"1798" "LAYING" 28 "tBodyAccJerk-std()-X" -0.9801647165
"1799" "LAYING" 28 "tBodyAccJerk-std()-Y" -0.97867953975
"1800" "LAYING" 28 "tBodyAccJerk-std()-Z" 0.085856176130625
"1801" "LAYING" 28 "tBodyGyro-mean()-X" -0.017367705735
